stephancordy	2015	paper	Identification of Simulink Model Antipattern Instances Using Model Clone Detection
stevanovic	2014	book	Advanced C and C++ Compiling
storey	UNRESOLVED	book	Safety-Critical Computer Systems
stroustruptour	2022	book	A Tour of C++, 3rd ed. (C++20)
svincentelli	UNRESOLVED	paper	Platform-based design papers
swebok	2024	guide	Guide to the Software Engineering Body of Knowledge (SWEBOK v4.0)
syscompbp	living	official-doc	Best Practices for Large-Scale Architecture Modeling
syscomposer	living	official-doc	System Composer documentation
tactics	2003	report	Deriving Architectural Tactics: A Step Toward Methodical Architectural Design
tangjinhan	2007	paper	A rationale-based architecture model for design traceability and reasoning
tangrazavian	UNRESOLVED	paper	Empirical studies on software design reasoning and reflection
tangsurvey06	2006	paper	A survey of architecture design rationale
targetlink	living	tooling-doc	dSPACE TargetLink
taylorlinkers	2007	guide	Linkers (20-part series)
techdebt19	2019	book	Managing Technical Debt: Reducing Friction in Software Development
thinlto	living	official-doc	ThinLTO documentation
thinltoblog	2016	report	ThinLTO: Scalable and Incremental LTO (blog + LLVM Dev Meeting 2016 talk)
tinyos	2000	paper	System Architecture Directions for Networked Sensors
tlsf	2004	paper	TLSF: a New Dynamic Memory Allocator for Real-Time Systems
tmd	2010	book	Software Architecture: Foundations, Theory, and Practice
tornhill	UNRESOLVED	book	Patterns in C
tr18015	2006	standard	ISO/IEC TR 18015:2006 — Technical Report on C++ Performance
trompeloeil	living	tooling-doc	trompeloeil
trunkbased	living	guide	Trunk-Based Development
turnerc64	2016	course	Rich Code for Tiny Computers: A Simple Commodore 64 Game in C++17
uncrustify	living	tooling-doc	Uncrustify (source beautifier)
unity	living	tooling-doc	Unity (xUnit-style unit-test framework for C)
vab	2010	book	Documenting Software Architectures: Views and Beyond, 2nd ed.
vahidgivargis	2002	book	Embedded System Design: A Unified Hardware/Software Introduction
vanooijentalk	2014	course	Objects? No Thanks!
vanvliettang	2016	paper	Decision making in software architecture
viarheichyk	2020	book	Embedded Programming with Modern C++ Cookbook
vxthreadx	living	other	VxWorks / ThreadX documentation
walls	UNRESOLVED	book	Embedded Software: The Works
wangrt	UNRESOLVED	book	Real-Time Embedded Systems
wardmellor	UNRESOLVED	book	Structured Development for Real-Time Systems
weinreich	2016	paper	Software architecture knowledge management approaches and their support for knowledge management act
weyns	2020	book	An Introduction to Self-Adaptive Systems: A Contemporary Software Engineering Perspective
white	2024	book	Making Embedded Systems: Design Patterns for Great Software
wiegers	2002	book	Peer Reviews in Software: A Practical Guide
wilsonsurvey	1995	paper	Dynamic Storage Allocation: A Survey and Critical Review
wolf5	2022	book	Computers as Components: Principles of Embedded Computing System Design, 5th ed.
wright	1997	paper	A Formal Basis for Architectural Connection (Wright, CSP semantics)
xpexplained	2004	book	Extreme Programming Explained: Embrace Change, 2nd ed.
yaghmour	UNRESOLVED	book	Building Embedded Linux Systems
yiu	2013	book	The Definitive Guide to ARM Cortex-M3 and Cortex-M4 Processors, 3rd ed.
zannier	2007	paper	A model of design decision making based on empirical results of interviews with software designers
zephyrdocs	living	other	Zephyr Project documentation
zephyrlinker	living	official-doc	Zephyr docs on linker scripts / code relocation
zerotomain	2019	guide	From Zero to main() series
zhang	2010	paper	A Classification and Comparison of Model Checking Software Architecture Techniques
zimmermann	2007	paper	Reusable Architectural Decision Models for Enterprise Application Development
